震度計番号,震度観測点名称,緯度,経度,震度,最大加速度NS[cm/s/s],最大加速度EW[cm/s/s],最大加速度UD[cm/s/s],最大加速度3成分合成[cm/s/s],最大速度NS[cm/s],最大速度EW[cm/s],最大速度UD[cm/s],最大速度3成分合成[cm/s],最大変位NS[cm],最大変位EW[cm],最大変位UD[cm],最大変位3成分合成[cm],地域名称,観測点所在地,緯度(度),緯度(分),経度(度),経度(分),観測開始(yyyymmddhhmm),観測終了(yyyymmddhhmm)
42307,那須烏山市中央,36.6592,140.1518,5弱,178.31,138.272,48.496,181.391,6.873,6.31,1.959,8.459,0.632,0.795,0.511,0.819,栃木県南部,那須烏山市中央1-18-39（那須烏山市立図書館烏山図書館）,36,39.6,140,9.1,199604011200,
47615,宇都宮市明保野町,36.5498,139.8683,4,144.612,129.543,40.569,147.665,5.69,4.863,1.807,6.442,0.87,0.525,0.419,0.876,栃木県南部,宇都宮市明保野町1-4（宇都宮地方気象台）,36,33.0,139,52.1,19200101    ,
42310,板倉町板倉,36.2249,139.6015,4,60.029,55.12,27.826,62.214,3.076,3.305,1.695,3.849,0.615,0.853,0.327,0.88,群馬県南部,邑楽郡板倉町板倉2682-1（板倉町役場）,36,13.5,139,36.1,201903271200,
41310,久喜市下早見,36.0595,139.6669,4,70.194,99.142,25.361,100.141,3.893,3.99,1.492,4.061,1.546,1.272,0.497,1.625,埼玉県北部,久喜市下早見字仏供田184-1,36,3.6,139,40.0,199604011200,
42311,鳩山町大豆戸,35.9814,139.3341,3,27.216,24.27,15.524,31.713,2.389,2.287,1.218,2.41,0.565,0.439,0.446,0.615,埼玉県北部,比企郡鳩山町大字大豆戸184-16（鳩山町役場）,35,58.9,139,20.0,199604011200,
47626,熊谷市桜町,36.1504,139.3807,3,30.978,25.053,12.013,31.949,2.625,2.815,1.007,2.855,0.593,0.726,0.428,0.823,埼玉県北部,熊谷市桜町1-6-10（熊谷地方気象台）,36,9.0,139,22.8,18970101    ,
41308,さいたま浦和区高砂,35.8582,139.6485,3,34.67,33.681,21.84,40.03,2.964,2.715,0.933,3.015,0.891,0.844,0.459,1.061,埼玉県南部,さいたま市浦和区高砂3-15-135（埼玉県庁）,35,51.5,139,38.9,199604011200,
41309,川越市旭町,35.9003,139.4731,3,41.878,31.119,16.472,43.243,1.761,3.22,0.858,3.453,0.623,0.846,0.407,0.914,埼玉県南部,川越市旭町2-3-7（市立川越高校）,35,54.0,139,28.4,199604011200,
47641,秩父市上町,35.9897,139.0738,3,30.886,30.615,12.913,32.202,2.174,2.112,0.979,2.182,0.438,0.324,0.415,0.541,埼玉県秩父,秩父市上町3-21-38（秩父特別地域気象観測所）,35,59.4,139,4.4,200001121200,
41313,香取市佐原平田,35.8864,140.5066,4,64.592,70.74,29.215,79.363,5.042,4.457,1.878,5.062,1.28,1.975,0.527,1.995,千葉県北東部,香取市佐原イ平田2433（千葉県立佐原高等学校）,35,53.2,140,30.4,201201051200,
41315,東金市東新宿,35.5607,140.3681,3,35.479,40.93,10.186,45.517,2.433,3.488,0.931,3.569,1.038,1.23,0.527,1.271,千葉県北東部,東金市東新宿1-3（東金北公園）,35,33.6,140,22.1,199604011200,
42313,多古町多古,35.7354,140.4675,4,42.104,42.777,19.086,48.313,3.671,3.989,1.215,4.049,0.811,0.861,0.393,0.932,千葉県北東部,香取郡多古町多古584（多古町役場）,35,44.1,140,28.0,199604011200,
42314,一宮町一宮,35.3718,140.3684,3,22.908,24.881,7.557,27.12,2.508,2.201,0.862,2.526,0.969,1.036,0.382,1.068,千葉県北東部,長生郡一宮町一宮字反町2464-1,35,22.3,140,22.1,201402281200,
47021,山武市松尾町富士見台,35.6426,140.4483,3,35.445,41.72,19.965,41.971,2.503,2.644,1.275,2.899,0.832,1.141,0.588,1.31,千葉県北東部,山武市松尾町富士見台208-176（松尾運動公園第２駐車場）,35,38.6,140,26.9,201210021200,
47263,長南町総合グラウンド,35.3842,140.2355,3,30.213,28.603,11.305,32.149,2.668,2.13,0.895,2.765,0.911,0.969,0.457,1.005,千葉県北東部,長生郡長南町長南2148-2（長南町総合グラウンド）,35,23.1,140,14.1,201904131200,
41311,柏市旭町,35.86,139.9587,4,61.598,64.445,30.785,73.133,3.282,3.639,1.029,3.769,0.697,0.802,0.445,0.821,千葉県北西部,柏市旭町7-4-81（気象大学校）,35,51.6,139,57.5,199907211200,
41312,成田市名古屋,35.8633,140.3619,4,70.322,60.76,40.779,71.269,3.477,3.021,1.585,3.635,0.771,1.14,0.399,1.268,千葉県北西部,成田市名古屋1214（成田市立下総みどり学園）,35,51.8,140,21.7,201807121200,
47051,千葉美浜区ひび野,35.6438,140.0402,4,56.979,68.528,13.587,68.942,5.067,5.252,0.865,5.737,1.274,0.988,0.437,1.335,千葉県北西部,千葉市美浜区ひび野2-116（千葉県立幕張海浜公園管理事務所）,35,38.6,140,2.4,201411271200,
47682,千葉中央区中央港,35.6027,140.1046,4,30.737,33.427,20.757,44.593,3.453,4.707,1.931,5.466,0.931,1.664,0.617,1.695,千葉県北西部,千葉市中央区中央港1-12-2（千葉特別地域気象観測所）,35,36.2,140,6.3,201105121300,
47686,成田国際空港,35.7747,140.3823,4,68.603,64.625,28.545,80.131,3.374,3.559,1.481,4.209,0.856,0.962,0.56,1.239,千葉県北西部,成田市古込字込前175-3（空港気象ドップラーレーダー局舎）,35,46.5,140,22.9,200804011200,
41314,木更津市太田,35.3786,139.9448,3,13.908,18.543,6.071,19.171,2.389,3.013,1.012,3.292,0.92,1.043,0.599,1.24,千葉県南部,木更津市太田4-6（根田公園）,35,22.7,139,56.7,200608281200,
47373,南房総市上堀,35.0353,139.8874,3,8.097,8.715,7.598,9.155,2.079,1.961,1.644,2.406,1.074,1.237,0.75,1.273,千葉県南部,南房総市上堀10-2（上堀農村公園）,35,2.1,139,53.2,200707021200,
47672,館山市長須賀,34.9871,139.8654,3,17.508,16.156,7.013,19.202,2.584,2.715,1.158,2.82,1.048,1.063,0.399,1.198,千葉県南部,館山市長須賀76-1（館山特別地域気象観測所）,34,59.2,139,51.9,20090319    ,
41317,東京江戸川区中央,35.7071,139.8687,4,54.646,60.457,23.859,62.652,3.557,4.151,1.236,4.237,0.98,0.971,0.427,1.08,東京都２３区,江戸川区中央1-4-1（江戸川区役所）,35,42.4,139,52.1,199604011200,
41318,東京杉並区阿佐谷,35.7,139.6366,3,15.628,27.386,10.705,27.568,1.84,2.573,1.038,3.084,0.926,1.05,0.58,1.06,東京都２３区,杉並区阿佐谷南1-15-1（杉並区役所）,35,42.0,139,38.2,200604031200,
47053,東京墨田区横川,35.7039,139.815,3,21.374,21.329,11.722,22.189,2.062,3.081,0.93,3.544,0.798,0.66,0.392,0.895,東京都２３区,墨田区横川4-6-6（本所消防署）,35,42.2,139,48.9,201411271200,
47054,東京江東区青海,35.6168,139.7812,3,23.654,22.622,10.027,24.443,3.109,3.202,0.881,3.367,1.527,0.962,0.357,1.539,東京都２３区,江東区青海2-5-18（国土交通省青海総合庁舎）,35,37.0,139,46.9,201411271200,
47055,東京新宿区西新宿,35.6907,139.6953,3,14.633,16.513,8.728,16.623,1.621,1.844,0.973,1.98,0.885,0.647,0.409,0.905,東京都２３区,新宿区西新宿1-24-2（工学院大学新宿キャンパス）,35,41.4,139,41.7,201411271200,
47056,東京港区海岸,35.6389,139.7529,3,25.914,28.219,12.824,28.683,2.473,2.63,0.856,2.7,1.052,0.781,0.401,1.069,東京都２３区,東京都港区海岸3-4-14（芝消防署芝浦出張所）,35,38.3,139,45.2,201411271200,
47662,東京千代田区大手町,35.689,139.7559,4,50.926,56.786,16.158,59.105,3.178,2.734,1.04,3.756,0.677,0.661,0.483,0.826,東京都２３区,千代田区大手町1-3-4（気象庁）,35,41.3,139,45.4,189801      ,
47671,東京国際空港,35.5542,139.7816,3,26.223,26.996,12.292,29.986,3.419,2.836,1.35,3.47,1.708,0.94,0.404,1.783,東京都２３区,大田区羽田空港3-3-1,35,33.3,139,46.9,201408051200,
41319,国分寺市戸倉,35.7114,139.4622,3,24.058,29.815,12.459,31.32,2.194,1.895,1.034,2.531,0.782,0.653,0.486,0.828,東京都多摩東部,国分寺市戸倉1-6-1（国分寺市役所）,35,42.7,139,27.7,200910151500,
41320,八王子市大横町,35.6645,139.3272,3,17.823,17.327,8.955,20.63,2.817,1.963,1.082,3.052,0.559,0.615,0.212,0.71,東京都多摩東部,八王子市大横町58-14（大横町公園）,35,39.9,139,19.6,199604011200,
41322,川崎中原区小杉陣屋町,35.5869,139.6551,3,25.811,26.289,10.918,31.88,2.035,2.737,1.142,2.783,0.96,0.843,0.648,0.988,神奈川県東部,川崎市中原区小杉陣屋町2-19-1（川崎市立西丸子小学校）,35,35.2,139,39.3,199604011200,
41325,茅ヶ崎市茅ヶ崎,35.3344,139.4032,3,23.881,27.743,9.686,28.817,2.717,2.797,0.89,2.939,0.726,0.673,0.257,0.848,神奈川県東部,茅ヶ崎市茅ヶ崎1-9-63（茅ヶ崎市体育館）,35,20.1,139,24.2,199604011200,
47670,横浜中区山手町,35.4398,139.6529,4,41.997,40.573,13.932,44.431,3.629,3.304,1.229,4.61,1.407,0.685,0.54,1.411,神奈川県東部,横浜市中区山手町99（横浜地方気象台）,35,26.4,139,39.2,189701      ,
41323,相模原中央区中央,35.5714,139.3741,3,27.451,27.331,14.383,29.189,1.998,2.595,1.488,2.702,0.9,0.721,0.486,1.019,神奈川県西部,相模原市中央区中央2-11-15（相模原市役所）,35,34.3,139,22.4,199604011200,
41324,秦野市曽屋,35.3799,139.2109,3,14.853,19.335,5.895,20.697,1.302,1.817,0.767,1.851,0.451,0.442,0.291,0.527,神奈川県西部,秦野市曽屋757（秦野市消防本部）,35,22.8,139,12.7,199604011200,
41328,長岡市幸町,37.4357,138.8407,2,5.187,4.982,3.397,6.623,1.946,1.306,1.147,1.968,0.937,0.826,0.539,0.972,新潟県中越,長岡市幸町2-1-1（さいわいプラザ）,37,26.1,138,50.4,199604011200,
41330,小千谷市城内,37.3125,138.7927,3,12.478,7.919,6.383,12.74,2.644,2.422,1.377,2.682,1.101,1.046,0.511,1.141,新潟県中越,小千谷市城内3-1-9（小千谷市消防本部）,37,18.8,138,47.6,199604011200,
47253,出雲崎町米田,37.5345,138.7064,3,18.141,9.972,6.832,19.869,2.224,2.693,1.207,2.962,1.019,1.105,0.563,1.181,新潟県中越,三島郡出雲崎町大字米田745（町立出雲崎中学校）,37,32.1,138,42.4,199407151200,
41326,村上市塩町,38.2286,139.4746,3,10.784,11.623,7.513,15.351,1.548,1.861,1.237,1.928,0.479,0.544,0.516,0.685,新潟県下越,村上市塩町5382-7（村上市上水道水源地）,38,13.7,139,28.5,199604011200,
42316,胎内市新和町,38.0596,139.4102,3,11.709,15.269,12.418,17.741,2.035,2.615,2.964,2.994,0.914,1.204,1.456,1.704,新潟県下越,胎内市新和町2-10（胎内市役所）,38,3.6,139,24.6,199604011200,
42317,五泉市村松乙,37.6934,139.1743,3,12.215,10.263,8.139,12.96,2.571,2.031,1.814,2.597,0.728,0.87,0.752,0.878,新潟県下越,五泉市村松乙130（五泉市村松支所）,37,41.6,139,10.5,201409181200,
42318,新潟西蒲区役所,37.7607,138.8894,3,15.058,12.513,5.845,15.73,4.199,4.057,1.216,4.267,1.584,2.152,0.559,2.195,新潟県下越,新潟市西蒲区巻甲2690-1（新潟市西蒲区役所）,37,45.6,138,53.4,199604011200,
41338,甲州市塩山下於曽,35.7003,138.7213,3,17.512,20.041,7.291,25.565,2.477,2.575,1.126,3.196,0.618,0.508,0.27,0.683,山梨県中・西部,甲州市塩山下於曽1704,35,42.0,138,43.3,199604011200,
47638,甲府市飯田,35.6674,138.5539,3,23.117,19.334,10.805,23.446,2.718,2.736,1.216,2.899,0.87,0.595,0.304,1.035,山梨県中・西部,甲府市飯田4-7-29（甲府地方気象台）,35,40.0,138,33.2,189601      ,
41337,大月市大月,35.6104,138.9409,3,15.772,21.159,14.416,22.162,1.494,1.476,0.845,1.944,0.601,0.414,0.225,0.603,山梨県東部・富士五湖,大月市大月2-7-43（大月東小学校）,35,36.6,138,56.5,199604011200,
47622,軽井沢町追分,36.3421,138.5472,3,13.575,16.592,7.832,17.071,1.562,2.254,0.987,2.51,0.562,0.63,0.326,0.675,長野県中部,北佐久郡軽井沢町追分1151-2（軽井沢特別地域気象観測所）,36,20.5,138,32.8,201612161200,
47271,泰阜村梨久保,35.3627,137.8593,2,5.925,4.567,3.169,6.125,1.32,0.669,0.71,1.435,0.411,0.329,0.437,0.581,長野県南部,下伊那郡泰阜村梨久保7278-93,35,21.8,137,51.6,199407151200,
47637,飯田市高羽町,35.5232,137.8226,3,10.292,11.365,4.406,12.34,1.541,2.082,0.709,2.143,0.573,0.609,0.272,0.646,長野県南部,飯田市高羽町6-1-5（飯田特別地域気象観測所）,35,31.4,137,49.4,201003311300,
41343,御殿場市萩原,35.3102,138.9304,4,22.527,15.144,9.077,24.102,4.142,3.699,1.897,4.667,1.265,0.898,0.466,1.321,静岡県東部,御殿場市萩原183-1（御殿場市民会館）,35,18.6,138,55.8,199604011200,
41346,富士宮市弓沢町,35.2232,138.621,3,16.869,18.936,4.675,21.029,1.366,1.758,0.836,1.816,0.484,0.57,0.322,0.586,静岡県東部,富士宮市弓沢町150（富士宮市役所）,35,13.4,138,37.3,201001051200,
47657,三島市東本町,35.1141,138.9257,3,11.566,11.778,5.022,12.645,1.587,1.718,0.473,1.881,0.422,0.45,0.174,0.539,静岡県東部,三島市東本町2-5-24（三島特別地域気象観測所）,35,6.8,138,55.5,200403011200,
41347,静岡清水区千歳町,35.0168,138.4848,3,7.824,10.112,2.603,10.161,1.117,1.574,0.46,1.615,0.487,0.432,0.211,0.508,静岡県中部,静岡市清水区千歳町1-1（浜田ポンプ場）,35,1.0,138,29.1,199604011200,
42341,愛西市稲葉町,35.1527,136.728,2,3.398,3.344,1.061,4.23,1.328,0.91,0.358,1.423,0.96,0.542,0.164,0.963,愛知県西部,愛西市稲葉町米野308（愛西市役所庁舎）,35,9.2,136,43.7,201505281200,
42101,石狩市花川,43.1714,141.3157,2,3.471,3.346,1.24,3.628,0.803,0.81,0.338,0.993,0.395,0.414,0.153,0.5,石狩地方北部,石狩市花川北6条1-30-2（石狩市役所）,43,10.3,141,18.9,199604011200,
47005,石狩市聚富,43.2753,141.4175,1,1.994,1.872,0.886,2.097,0.369,0.318,0.186,0.422,0.185,0.145,0.102,0.212,石狩地方北部,石狩市厚田区聚富256-56,43,16.5,141,25.1,201210021200,
41102,江別市高砂町,43.1037,141.5359,2,2.566,3.096,1.134,3.197,0.434,0.397,0.293,0.495,0.21,0.185,0.132,0.215,石狩地方中部,江別市高砂町6（江別市民会館）,43,6.2,141,32.2,199604011200,
47412,札幌中央区北２条,43.0604,141.3289,1,1.416,1.958,0.981,2.242,0.339,0.353,0.159,0.433,0.141,0.154,0.052,0.176,石狩地方中部,札幌市中央区北2条西18-2（札幌管区気象台）,43,3.6,141,19.7,1876        ,
41101,千歳市北栄,42.8259,141.6414,2,5.585,5.558,3.024,6.433,1.121,0.881,0.463,1.165,0.472,0.376,0.17,0.482,石狩地方南部,千歳市北栄1-10-2（北栄小学校）,42,49.6,141,38.5,199604011200,
47209,恵庭市漁平,42.8435,141.4459,2,1.902,2.581,1.44,2.765,0.397,0.389,0.242,0.44,0.156,0.155,0.086,0.188,石狩地方南部,恵庭市漁平（千歳川河川事務所漁川ダム管理支所）,42,50.6,141,26.8,199407151200,
47487,新千歳空港,42.7839,141.6788,2,6.804,6.306,3.387,6.826,1.072,1.163,0.33,1.328,0.366,0.388,0.155,0.432,石狩地方南部,千歳市美々新千歳空港内（新千歳航空測候所）,42,47.0,141,40.7,200707021200,
47212,八雲町上の湯,42.1193,140.3662,1,1.327,0.895,0.633,1.487,0.391,0.215,0.169,0.398,0.162,0.114,0.096,0.165,渡島地方北部,二海郡八雲町上の湯70,42,7.2,140,22.0,199802091100,
42115,七飯町桜町,41.9033,140.688,2,3.48,3.552,1.493,3.636,0.615,0.84,0.242,0.87,0.176,0.392,0.121,0.395,渡島地方東部,亀田郡七飯町桜町2-3-1（七飯消防署）,41,54.2,140,41.3,201412171200,
47430,函館市美原,41.8169,140.7541,2,3.405,3.939,1.436,3.962,0.625,0.623,0.311,0.742,0.228,0.195,0.146,0.284,渡島地方東部,函館市美原3-4-4（函館地方気象台）,41,49.0,140,45.2,201903261200,
42114,渡島松前町福山,41.43,140.1104,1,1.756,1.92,0.733,1.987,0.278,0.408,0.19,0.425,0.089,0.182,0.103,0.2,渡島地方西部,松前郡松前町字福山248（松前町役場）,41,25.8,140,6.6,199511251500,
47042,渡島松前町清部,41.5248,140.0069,1,0.874,1.045,0.523,1.237,0.243,0.265,0.162,0.283,0.091,0.15,0.087,0.159,渡島地方西部,松前郡松前町字清部441,41,31.5,140,0.4,201307301200,
47213,知内町小谷石,41.5322,140.414,1,2.188,1.828,1.019,2.209,0.388,0.466,0.263,0.502,0.182,0.318,0.146,0.325,渡島地方西部,上磯郡知内町字小谷石514,41,31.9,140,24.8,199802091100,
47428,檜山江差町姥神,41.8678,140.1251,2,2.536,2.387,1.837,2.991,0.613,0.78,0.436,0.885,0.255,0.297,0.12,0.358,檜山地方,檜山郡江差町字姥神町167（江差特別地域気象観測所）,41,52.1,140,7.5,1941        ,
42103,余市町朝日町,43.1952,140.7835,1,1.325,1.359,0.641,1.398,0.48,0.399,0.151,0.484,0.191,0.21,0.064,0.214,後志地方北部,余市郡余市町朝日町26（余市町役場）,43,11.7,140,47.0,199604011200,
47411,小樽市勝納町,43.1828,141.017,1,1.547,1.846,1.026,2.232,0.184,0.303,0.118,0.313,0.079,0.108,0.051,0.112,後志地方北部,小樽市勝納町16-13（小樽特別地域気象観測所）,43,11.0,141,1.0,1943        ,
47433,倶知安町南１条,42.9009,140.7573,2,2.846,2.371,1.42,3.251,0.753,0.741,0.204,0.817,0.29,0.27,0.066,0.317,後志地方東部,虻田郡倶知安町南1条東3-1（倶知安特別地域気象観測所）,42,54.1,140,45.4,1944        ,
42102,岩内町高台,42.98,140.515,1,1.569,1.672,0.912,2.052,0.757,0.771,0.294,0.835,0.407,0.425,0.127,0.431,後志地方西部,岩内郡岩内町字高台134番地1,42,58.8,140,30.9,201505281200,
47204,北竜町竜西,43.7454,141.7212,1,1.166,1.39,0.805,1.44,0.228,0.303,0.282,0.333,0.085,0.103,0.129,0.136,空知地方北部,雨竜郡北竜町字竜西,43,44.7,141,43.3,199407151200,
41104,滝川市大町,43.5574,141.9108,2,3.121,1.865,1.421,3.175,0.843,0.441,0.421,0.891,0.31,0.214,0.161,0.319,空知地方中部,滝川市大町1-2-15（滝川市役所）,43,33.4,141,54.6,199604011200,
47223,芦別市旭町,43.5068,142.2192,2,2.251,1.747,1.239,2.404,0.418,0.39,0.284,0.458,0.168,0.182,0.125,0.218,空知地方中部,芦別市旭町543,43,30.4,142,13.2,199407151200,
41103,夕張市若菜,43.0287,141.9654,1,1.385,1.515,1.031,1.693,0.403,0.315,0.206,0.412,0.151,0.102,0.087,0.153,空知地方南部,夕張市若菜2（ゆうばり文化スポーツセンター）,43,1.7,141,57.9,199604011200,
41105,美唄市西５条,43.3345,141.8468,2,2.396,2.845,1.248,3.166,0.466,0.45,0.219,0.492,0.123,0.148,0.07,0.159,空知地方南部,美唄市西5条南1-1-1（美唄市総合体育館）,43,20.1,141,50.8,200011301200,
47413,岩見沢市５条,43.2125,141.7856,2,2.356,3.147,1.622,3.34,0.671,0.645,0.356,0.732,0.296,0.212,0.161,0.338,空知地方南部,岩見沢市5条東15-7-7（岩見沢特別地域気象観測所）,43,12.8,141,47.1,1947        ,
47407,旭川市宮前１条,43.7577,142.373,1,1.435,1.14,0.81,1.482,0.315,0.341,0.179,0.389,0.126,0.146,0.079,0.158,上川地方中部,旭川市宮前1条3-3-15（旭川地方気象台）,43,45.5,142,22.4,200410011200,
41107,富良野市若松町,43.3457,142.3843,2,3.866,1.984,1.368,3.979,0.821,0.507,0.37,0.872,0.361,0.221,0.189,0.382,上川地方南部,富良野市若松町5-10（市立富良野図書館）,43,20.7,142,23.1,199604011200,
42104,上富良野町大町,43.4557,142.467,2,2.278,1.517,1.065,2.427,0.648,0.309,0.24,0.658,0.21,0.107,0.076,0.215,上川地方南部,空知郡上富良野町大町2-2-11（上富良野町役場）,43,27.3,142,28.0,199604011200,
47207,南富良野町幾寅,43.1664,142.5903,1,1.367,1.342,0.928,1.578,0.202,0.239,0.16,0.245,0.077,0.064,0.069,0.084,上川地方南部,空知郡南富良野町幾寅2209,43,10.0,142,35.4,199407151200,
47404,羽幌町南３条,44.3633,141.7008,1,1.138,0.978,0.652,1.306,0.389,0.337,0.193,0.459,0.175,0.139,0.075,0.184,留萌地方中北部,苫前郡羽幌町南3条4-1-1（羽幌特別地域気象観測所）,44,21.8,141,42.1,1921        ,
42105,美幌町東３条,43.8161,144.1033,2,3.343,2.83,1.702,3.517,0.717,0.56,0.322,0.727,0.217,0.225,0.132,0.251,網走地方,網走郡美幌町字東3条南5-1,43,49.0,144,6.2,201910241200,
42106,斜里町本町,43.9114,144.6711,1,1.601,1.757,0.964,1.857,0.653,0.55,0.232,0.666,0.277,0.253,0.095,0.301,網走地方,斜里郡斜里町本町12（斜里町役場）,43,54.7,144,40.3,199604011200,
42107,北見市留辺蘂町上町,43.7884,143.6153,1,1.284,1.691,0.766,1.861,0.128,0.156,0.093,0.161,0.046,0.05,0.044,0.063,北見地方,北見市留辺蘂町上町61（北見市留辺蘂総合支所）,43,47.3,143,36.9,199604011200,
47208,遠軽町丸瀬布金湧山,44.0092,143.3559,1,1.528,1.236,0.566,1.714,0.25,0.174,0.143,0.29,0.099,0.077,0.067,0.106,紋別地方,紋別郡遠軽町丸瀬布国有武利丸瀬布事業区26林班,44,0.6,143,21.4,199407151200,
41110,胆振伊達市梅本,42.4739,140.8761,2,3.146,3.646,1.92,4.106,0.826,0.752,0.328,0.91,0.38,0.298,0.129,0.382,胆振地方西部,伊達市梅本町67-7（だて歴史の杜総合公園）,42,28.4,140,52.6,199604011200,
42112,白老町大町,42.5512,141.3558,2,3.36,3.467,2.438,4.091,0.882,0.923,0.507,0.971,0.416,0.439,0.265,0.459,胆振地方中東部,白老郡白老町大町1-1-1（白老町役場）,42,33.1,141,21.4,199604011200,
47004,厚真町鹿沼,42.6226,141.9204,2,4.914,6.498,1.87,6.718,0.869,1.15,0.325,1.2,0.218,0.217,0.128,0.277,胆振地方中東部,勇払郡厚真町字鹿沼200-2,42,37.4,141,55.2,201210021200,
