地域名称,震度観測点名称,観測点所在地,緯度(度),緯度(分),経度(度),経度(分),観測開始(yyyymmddhhmm),観測終了(yyyymmddhhmm)
石狩地方北部,石狩市花川,石狩市花川北6条1-30-2（石狩市役所）,43,10.3,141,18.9,199604011200,
石狩地方北部,石狩市聚富,石狩市厚田区聚富256-56,43,16.5,141,25.1,201210021200,
石狩地方中部,札幌中央区北２条,札幌市中央区北2条西18-2（札幌管区気象台）,43,3.6,141,19.7,1876        ,
石狩地方中部,江別市高砂町,江別市高砂町6（江別市民会館）,43,6.2,141,32.2,199604011200,
石狩地方南部,千歳市北栄,千歳市北栄1-10-2（北栄小学校）,42,49.6,141,38.5,199604011200,
石狩地方南部,新千歳空港,千歳市美々新千歳空港内（新千歳航空測候所）,42,47.0,141,40.7,200707021200,
石狩地方南部,恵庭市漁平,恵庭市漁平（千歳川河川事務所漁川ダム管理支所）,42,50.6,141,26.8,199407151200,
渡島地方北部,八雲町大新,山越郡八雲町大新316-1,42,12.2,140,15.0,199407151200,199802091100
渡島地方北部,八雲町上の湯,二海郡八雲町上の湯70,42,7.2,140,22.0,199802091100,
渡島地方東部,函館市美原（旧）,函館市美原3-4-4（函館地方気象台）,41,49.0,140,45.2,1873        ,201903261200
渡島地方東部,函館市尾札部町,函館市尾札部町1423-1,41,53.4,141,1.7,199407151200,
渡島地方東部,函館市美原,函館市美原3-4-4（函館地方気象台）,41,49.0,140,45.2,201903261200,
渡島地方東部,七飯町桜町（旧）,亀田郡七飯町字桜町457（七飯消防署）,41,54.2,140,41.3,199604011200,201412171200
渡島地方東部,七飯町桜町,亀田郡七飯町桜町2-3-1（七飯消防署）,41,54.2,140,41.3,201412171200,
渡島地方東部,渡島森町上台町,茅部郡森町字上台町90-1(森測候所),42,6.4,140,34.1,193802      ,200203021200
渡島地方東部,渡島森町姫川,茅部郡森町字姫川120番地-11　渡島森農協農産加工研修センター（農協集出荷場）,42,4.1,140,35.3,200203021200,200403011200
渡島地方東部,渡島森町御幸町（旧）,茅部郡森町字御幸町144-1（森町役場）,42,6.3,140,34.6,200403011200,201312041200
渡島地方東部,渡島森町御幸町,茅部郡森町字御幸町144-1（森町役場）,42,6.3,140,34.6,201312041200,
渡島地方西部,渡島松前町福山,松前郡松前町字福山248（松前町役場）,41,25.8,140,6.6,199511251500,
渡島地方西部,渡島松前町清部,松前郡松前町字清部441,41,31.5,140,0.4,201307301200,
渡島地方西部,知内町小谷石,上磯郡知内町字小谷石514,41,31.9,140,24.8,199802091100,
檜山地方,檜山江差町姥神,檜山郡江差町字姥神町167（江差特別地域気象観測所）,41,52.1,140,7.5,1941        ,
檜山地方,上ノ国町早川,檜山郡上ノ国町字早川430-1,41,40.8,140,3.2,199407151200,199802091100
檜山地方,せたな町北檜山区豊岡,久遠郡せたな町北檜山区豊岡233-1（北桧山中学校）,42,25.4,139,52.6,201207031200,
後志地方北部,小樽市勝納町,小樽市勝納町16-13（小樽特別地域気象観測所）,43,11.0,141,1.0,1943        ,
後志地方北部,積丹町日司町,積丹郡積丹町大字日司町262の先,43,21.3,140,28.3,199407151200,
後志地方北部,余市町朝日町,余市郡余市町朝日町26（余市町役場）,43,11.7,140,47.0,199604011200,
後志地方東部,倶知安町南１条,虻田郡倶知安町南1条東3-1（倶知安特別地域気象観測所）,42,54.1,140,45.4,1944        ,
後志地方西部,島牧村江ノ島,島牧郡島牧村字江ノ島559-1の先,42,38.7,140,2.5,199407151200,
後志地方西部,寿都町新栄（旧）,寿都郡寿都町字新栄町209(寿都測候所),42,47.7,140,13.4,1884        ,200811041200
後志地方西部,寿都町新栄,寿都郡寿都町字新栄町209（寿都特別地域気象観測所）,42,47.7,140,13.5,200811041200,
後志地方西部,岩内町清住（旧）,岩内郡岩内町字清住258（岩内町役場）,42,58.7,140,30.6,199604011200,201505281200
後志地方西部,岩内町高台,岩内郡岩内町字高台134番地1,42,58.8,140,30.9,201505281200,
北海道奥尻島,奥尻町米岡,奥尻郡奥尻町字米岡57-2,42,4.2,139,26.5,199504131500,200011301200
北海道奥尻島,奥尻町松江,奥尻郡奥尻町字松江503,42,5.1,139,28.2,200011301200,
北海道奥尻島,奥尻町奥尻（臨時）,奥尻町字奥尻806(役場),42,10.2,139,30.8,199307151700,199504131500
空知地方北部,鷹泊通報所,北海道深川市多度志町鷹泊字ヌツプホロマップ,43,54.1,142,5.8,19591001    ,19750125    
空知地方北部,北竜町竜西,雨竜郡北竜町字竜西,43,44.7,141,43.3,199407151200,
空知地方北部,石狩沼田通報所,北海道沼田町字旭町,43,48.1,141,56.8,19591001    ,19780401    
空知地方中部,芦別市旭町,芦別市旭町543,43,30.4,142,13.2,199407151200,
空知地方中部,滝川市大町,滝川市大町1-2-15（滝川市役所）,43,33.4,141,54.6,199604011200,
空知地方中部,滝川通報所,北海道滝川市字南滝の川,43,34.1,141,56.8,19581001    ,不明
空知地方南部,夕張市若菜,夕張市若菜2（ゆうばり文化スポーツセンター）,43,1.7,141,57.9,199604011200,
空知地方南部,夕張通報所,北海道夕張市富野,43,2.2,141,57.8,19631001    ,19780401    
空知地方南部,岩見沢市５条,岩見沢市5条東15-7-7（岩見沢特別地域気象観測所）,43,12.8,141,47.1,1947        ,
空知地方南部,美唄市西４条,美唄市西4条南1丁目,43,20.0,141,51.0,199604011200,200011301200
空知地方南部,美唄市西５条,美唄市西5条南1-1-1（美唄市総合体育館）,43,20.1,141,50.8,200011301200,
上川地方北部,士別市東６条（旧）,士別市東6条4-1（士別市役所）,44,10.7,142,24.0,199604011200,201910301200
上川地方北部,士別市朝日町,士別市朝日町中央4034-36,44,7.1,142,35.6,199407151200,
上川地方北部,士別市東６条,士別市東6条6-60-1,44,10.6,142,24.1,201910301200,
上川地方北部,名寄市大通,名寄市大通南1-1（名寄市役所）,44,21.3,142,27.8,199604011200,
上川地方北部,名寄通報所,名寄市大橋63番地の3,44,22.4,142,27.3,19590501    ,不明
上川地方中部,旭川市８条通,旭川市8条通11-2191-95(旭川地方気象台),43,46.3,142,22.2,1889        ,200410011200
上川地方中部,旭川市宮前１条,旭川市宮前1条3-3-15（旭川地方気象台）,43,45.5,142,22.4,200410011200,
上川地方中部,上川町白川,上川郡上川町字白川88,43,48.8,142,50.6,199407151200,199712191400
上川地方中部,上川地方上川町越路,上川郡上川町字越路688-1,43,52.6,142,44.6,199712191400,
上川地方南部,富良野市若松町,富良野市若松町5-10（市立富良野図書館）,43,20.7,142,23.1,199604011200,
上川地方南部,富良野通報所,北海道富良野市西扇山東5線南1号,43,20.2,142,23.8,19581001    ,19780331    
上川地方南部,上富良野町大町,空知郡上富良野町大町2-2-11（上富良野町役場）,43,27.3,142,28.0,199604011200,
上川地方南部,南富良野町幾寅,空知郡南富良野町幾寅2209,43,10.0,142,35.4,199407151200,
留萌地方中北部,羽幌町南３条,苫前郡羽幌町南3条4-1-1（羽幌特別地域気象観測所）,44,21.8,141,42.1,1921        ,
留萌地方中北部,羽幌町焼尻,苫前郡羽幌町焼尻字白浜256,44,25.8,141,25.4,199407151200,
留萌地方中北部,初山別村有明,苫前郡初山別村有明882,44,24.1,141,51.0,199407151200,
留萌地方南部,留萌市大町（旧）,留萌市大町2-12(留萌測候所),43,56.7,141,38.0,1943        ,200811041200
留萌地方南部,留萌市大町,留萌市大町2-12（留萌特別地域気象観測所）,43,56.8,141,37.9,200811041200,
宗谷地方北部,稚内市開運（旧）,稚内市開運2-2-1（稚内地方気象台）,45,24.9,141,40.7,193801      ,201403191200
宗谷地方北部,稚内市恵北,稚内市大字声問村字恵北972-2-内,45,19.1,141,53.6,199601130900,
宗谷地方北部,稚内市開運,稚内市開運2-2-1（稚内地方気象台）,45,24.9,141,40.7,201403191200,
宗谷地方北部,稚内公園,稚内市山下通稚内公園内,45,25.1,141,39.8,199407151200,199601130900
宗谷地方南部,宗谷枝幸町本町（旧）,枝幸郡枝幸町本町224(北見枝幸測候所),44,56.4,142,35.2,1944        ,200410011200
宗谷地方南部,宗谷枝幸町岬町,枝幸郡枝幸町岬町88,44,57.7,142,34.8,199407151200,
宗谷地方南部,宗谷枝幸町本町（旧２）,枝幸郡枝幸町本町705-9（枝幸消防署）,44,56.3,142,35.0,200410011200,201512091200
宗谷地方南部,宗谷枝幸町本町,枝幸郡枝幸町本町224（北見枝幸特別地域気象観測所）,44,56.4,142,35.1,201512091200,
北海道利尻礼文,礼文町上泊埼,礼文郡礼文町大字船泊村字ウヱントマリ142-2,45,25.4,141,3.9,201307301200,
北海道利尻礼文,利尻富士町鬼脇,利尻郡利尻富士町鬼脇字鬼脇316,45,8.4,141,18.4,199407151200,
網走地方,網走市台町,網走市台町2-1-6（網走地方気象台）,44,1.1,144,16.8,1890        ,
網走地方,美幌町東３条（旧）,網走郡美幌町字東3条北2-1（美幌町役場）,43,49.4,144,6.5,199604011200,201910241200
網走地方,美幌町東３条,網走郡美幌町字東3条南5-1,43,49.0,144,6.2,201910241200,
網走地方,斜里町本町,斜里郡斜里町本町12（斜里町役場）,43,54.7,144,40.3,199604011200,
網走地方,女満別出張所,網走郡大空町女満別昭和62-3（地磁気観測所女満別出張所）,43,55.2,144,11.8,19461001    ,不明
北見地方,北見市公園町,北見市公園町1-38（北網圏北見文化センター）,43,49.1,143,54.2,199604011200,
北見地方,北見市留辺蘂町上町,北見市留辺蘂町上町61（北見市留辺蘂総合支所）,43,47.3,143,36.9,199604011200,
北見地方,北見市常呂町吉野,北見市常呂町字吉野11-1,43,58.4,143,54.3,200707021200,
北見地方,北見通報所,北海道北見市公園町,43,49.2,143,54.8,19611001    ,19780405    
紋別地方,紋別市南が丘町（旧）,紋別市南が丘町1-8-6（紋別特別地域気象観測所）,44,20.7,143,21.3,1956        ,200910011300
紋別地方,紋別市南が丘町,紋別市南が丘町1-8-6（紋別特別地域気象観測所）,44,20.7,143,21.3,200910011300,
紋別地方,遠軽町丸瀬布金湧山,紋別郡遠軽町丸瀬布国有武利丸瀬布事業区26林班,44,0.6,143,21.4,199407151200,
紋別地方,雄武町雄武（旧）,紋別郡雄武町字雄武372-1(雄武測候所),44,34.8,142,57.9,1947        ,200410011200
紋別地方,雄武町雄武,紋別郡雄武町字雄武700（雄武町役場）,44,35.0,142,57.7,200410011200,
胆振地方西部,胆振伊達市梅本,伊達市梅本町67-7（だて歴史の杜総合公園）,42,28.4,140,52.6,199604011200,
胆振地方西部,壮瞥町壮瞥温泉,壮瞥町壮瞥温泉59北大有珠火山観測所,42,33.6,140,50.5,200003300900,200004012035
胆振地方西部,壮瞥町滝之町,壮瞥町滝之町420,42,33.6,140,53.5,200004012200,200103221200
胆振地方西部,虻田町栄町（旧）,虻田町字栄町63-4,42,33.1,140,46.5,200005091200,200103221200
胆振地方中東部,室蘭市山手町（旧）,室蘭市山手町2-6-8（室蘭地方気象台）,42,18.7,140,58.5,192306      ,200906011200
胆振地方中東部,室蘭市山手町,室蘭市山手町2-6-8（室蘭地方気象台）,42,18.7,140,58.5,200906011200,
胆振地方中東部,苫小牧市しらかば,苫小牧市しらかば町1-5-13(苫小牧測候所),42,37.4,141,32.8,1942        ,200411011200
胆振地方中東部,苫小牧市末広町,苫小牧市末広町3-9-30（苫小牧市消防署）,42,38.3,141,36.7,200411011200,
胆振地方中東部,登別市鉱山,登別市鉱山町28-3,42,28.3,141,2.1,199407151200,
胆振地方中東部,白老町大町,白老郡白老町大町1-1-1（白老町役場）,42,33.1,141,21.4,199604011200,
胆振地方中東部,厚真町鹿沼,勇払郡厚真町字鹿沼200-2,42,37.4,141,55.2,201210021200,
日高地方西部,日高門別通報所,北海道門別町字富川町121,42,31.2,142,1.8,19630101    ,19760510    
日高地方西部,平取町仁世宇,沙流郡平取町字仁世宇16-2,42,46.9,142,21.6,199702031400,
日高地方西部,平取町本町２,沙流郡平取町本町112-2,42,35.5,142,7.8,199407151200,199702031400
日高地方中部,新ひだか町静内ときわ町,日高郡新ひだか町静内ときわ町4-1-18,42,20.8,142,21.8,199604011200,200801151030
日高地方中部,新ひだか町静内山手町,日高郡新ひだか町静内山手町1-45,42,20.7,142,21.7,200801161500,
日高地方中部,新ひだか町静内御園,日高郡新ひだか町静内御園587-1（家畜改良センター）,42,24.6,142,28.0,201207031200,
日高地方東部,浦河町潮見（旧）,浦河郡浦河町潮見町42（浦河測候所）,42,9.7,142,46.6,1927        ,200910011300
日高地方東部,浦河町野深,浦河郡浦河町字野深405-75,42,17.0,142,45.0,200707021200,
日高地方東部,浦河町潮見,浦河郡浦河町潮見町42-6（浦河特別地域気象観測所）,42,9.7,142,46.6,200910011300,
日高地方東部,えりも町本町,幌泉郡えりも町字本町592-3（北大地殻変動観測所）,42,1.0,143,9.2,199407151200,
十勝地方北部,糠平通報所,北海道上士幌町字糠平,43,22.2,143,11.8,19621001    ,19780405    
十勝地方北部,足寄町上螺湾,足寄郡足寄町上螺湾278,43,18.0,143,45.9,199407151200,
十勝地方中部,帯広市東４条,帯広市東4条南9-2-1（帯広測候所）,42,55.4,143,12.7,1894        ,
十勝地方中部,十勝清水町南４条,上川郡清水町南4条2-2（清水町役場）,43,0.7,142,53.1,199604011200,
十勝地方中部,幕別町忠類明和,中川郡幕別町忠類明和291-1,42,37.1,143,21.6,199407151200,
十勝地方中部,本別町北２丁目,中川郡本別町北2-4-1（本別消防署）,43,7.5,143,36.7,199604011200,
十勝地方中部,本別通報所,北海道本別町北8丁目,43,8.2,143,36.8,19601001    ,19760401    
十勝地方南部,広尾町並木通,広尾郡広尾町並木通東1-15（広尾特別地域気象観測所）,42,17.7,143,19.0,19580101    ,
十勝地方南部,広尾町白樺通,広尾郡広尾町白樺通南1丁目1番地内（コミュニティグリーンパーク）,42,17.5,143,17.9,201207031200,
釧路地方北部,弟子屈町美里（旧）,川上郡弟子屈町美里2-1-1（弟子屈消防署）,43,29.1,144,26.9,199604011200,201706071200
釧路地方北部,弟子屈町美里,川上郡弟子屈町美里3-8-1（弟子屈消防署）,43,28.9,144,26.2,201706071200,
釧路地方中南部,釧路市幣舞町（旧）,釧路市幣舞町3-14(釧路地方気象台),42,58.7,144,23.3,18900401    ,200009271400
釧路地方中南部,釧路市幸町,釧路市幸町10-3（釧路地方気象台）,42,59.2,144,22.7,200011301200,
釧路地方中南部,釧路市音別町尺別,釧路市音別町尺別12-1,42,54.3,143,49.9,199407151200,
釧路地方中南部,釧路市幣舞町,釧路市幣舞町3-14(釧路地方気象台),42,58.7,144,23.3,200009271400,200011301200
釧路地方中南部,厚岸町尾幌,厚岸郡厚岸町尾幌2360,42,59.8,144,41.6,199407151200,
釧路地方中南部,浜中町湯沸,厚岸郡浜中町湯沸6番地,43,5.0,145,9.6,201210021200,
根室地方北部,中標津町養老牛,標津郡中標津町字養老牛（国有林根釧東部森林管理署454林班な小班）,43,35.3,144,42.9,199407151200,
根室地方北部,標津町古多糠,標津郡標津町字古多糠678-2,43,46.5,145,0.3,201307301200,
根室地方北部,羅臼町春日,目梨郡羅臼町春日町33,43,56.4,145,7.2,199407151200,
根室地方中部,別海町常盤,野付郡別海町別海常盤町280（別海町役場）,43,23.7,145,7.1,199604011200,
根室地方南部,根室市弥栄,根室市弥栄町1-18（根室特別地域気象観測所）,43,19.9,145,35.1,1880        ,
根室地方南部,根室市豊里,根室市豊里76-5,43,22.0,145,44.3,200707021200,
青森県津軽北部,青森市花園,青森市花園1-17-19（青森地方気象台）,40,49.3,140,46.1,1882        ,
青森県津軽北部,五所川原市栄町,五所川原市栄町20-1（五所川原市民体育館）,40,48.0,140,26.6,199604011200,
青森県津軽北部,五所川原市太田,五所川原市太田太田山国有林524林班ろ1小班,41,3.6,140,24.5,199407151200,
青森県津軽北部,平内町小湊,東津軽郡平内町大字小湊字後萢20-2（町営野球場）,40,55.5,140,57.2,199604011200,
青森県津軽南部,弘前市和田町,弘前市大字和田町6-10（弘前地域気象観測所）,40,36.7,140,27.3,199604011200,
青森県津軽南部,弘前市弥生,弘前市大字百沢字東岩木山2524-1（弥生いこいの広場）,40,39.1,140,21.5,201207031200,
青森県津軽南部,弘前通報所,弘前市藤代（和田）,40,37.1,140,27.4,19571201    ,不明
青森県津軽南部,鰺ヶ沢町本町,西津軽郡鰺ヶ沢町大字本町209-2（鰺ヶ沢町役場）,40,46.8,140,12.5,199604011200,
青森県津軽南部,深浦町深浦,西津軽郡深浦町大字深浦字岡町210-3(深浦特別地域気象観測所),40,38.8,139,56.0,1940        ,200712051900
青森県津軽南部,深浦町長慶平,西津軽郡深浦町大字長慶平字仁瀬4-1,40,35.7,140,0.2,199407151200,
青森県津軽南部,深浦町深浦岡町,西津軽郡深浦町大字深浦字岡町210-3（深浦特別地域気象観測所）,40,38.8,139,56.0,200712051900,
青森県三八上北,八戸市湊町（旧）,八戸市大字湊町字館鼻67(八戸測候所),40,31.7,141,31.3,193607      ,200709131800
青森県三八上北,八戸市島守,八戸市南郷大字島守字外田山1,40,22.6,141,30.7,199604011200,
青森県三八上北,八戸市湊町,八戸市大字湊町字館鼻67（八戸特別地域気象観測所）,40,31.7,141,31.3,200709131800,
青森県三八上北,七戸町北天間舘,上北郡七戸町字北天間舘国有林1427ろ林小班,40,47.4,141,3.9,199407151200,
青森県三八上北,六ヶ所村尾駮,上北郡六ヶ所村大字尾駮字野附470-3地先（六ヶ所村役場）,40,58.0,141,22.4,199604011200,
青森県三八上北,六ヶ所村出戸,上北郡六ヶ所村出戸字棚沢130-1（地域交流ホーム）,41,0.4,141,22.0,201207031200,
青森県三八上北,五戸町古舘,三戸郡五戸町字古舘21-1（五戸町役場）,40,31.9,141,18.5,199604011200,
青森県下北,むつ市金曲,むつ市金曲1-8-3（むつ特別地域気象観測所）,41,17.0,141,12.7,1935        ,
青森県下北,むつ市大畑町奥薬研,むつ市大畑町赤滝山国有林1066林班へ小班,41,23.1,141,2.7,199407151200,
青森県下北,東通村砂子又蒲谷地,下北郡東通村砂子又字蒲谷地4-7,41,15.9,141,20.2,201207031200,
岩手県沿岸北部,宮古市鍬ヶ崎,宮古市鍬ヶ崎下町2-33（宮古特別地域気象観測所）,39,38.8,141,57.9,192301      ,
岩手県沿岸北部,宮古市長沢,宮古市長沢第2地割44,39,34.6,141,49.2,200707021200,
岩手県沿岸北部,久慈市川崎町,久慈市川崎町1-1（久慈市役所）,40,11.4,141,46.5,199604011200,
岩手県沿岸北部,久慈市枝成沢,久慈市枝成沢第19地割76（久慈市立中央公民館枝成沢分館）,40,12.3,141,42.6,201210021200,
岩手県沿岸北部,山田町八幡町（旧）,下閉伊郡山田町八幡町3-20（山田町役場）,39,28.1,141,57.0,199604011200,201104141800
岩手県沿岸北部,山田町八幡町,下閉伊郡山田町八幡町3-20（山田町役場）,39,28.1,141,57.0,201108301200,
岩手県沿岸北部,山田町八幡町（旧２）,下閉伊郡山田町八幡町3-20（山田町役場）,39,28.1,141,57.0,201104141800,201108301200
岩手県沿岸北部,田野畑村田野畑,下閉伊郡田野畑村田野畑414,39,56.5,141,51.6,199407151200,
岩手県沿岸北部,岩手洋野町種市,九戸郡洋野町種市第23地割27（洋野町役場種市庁舎）,40,24.5,141,43.1,199604011200,
岩手県沿岸南部,大船渡市大船渡町,大船渡市大船渡町字赤沢17-3（大船渡特別地域気象観測所）,39,3.9,141,42.9,196307      ,
岩手県沿岸南部,大船渡市猪川町,大船渡市猪川町字西山5,39,5.0,141,39.9,199407151200,
岩手県沿岸南部,釜石市只越町,釜石市只越町3-9-13（釜石市役所）,39,16.6,141,53.1,199604011200,
岩手県内陸北部,盛岡市山王町,盛岡市山王町7-60（盛岡地方気象台）,39,41.9,141,9.9,19230901    ,
岩手県内陸北部,好摩通報所,盛岡市玉山区好摩,39,52.5,141,10.1,19550301    ,不明
岩手県内陸北部,二戸市福岡（旧）,二戸市福岡字川又47（二戸市役所）,40,16.3,141,18.3,199604011200,200908211500
岩手県内陸北部,二戸市福岡,二戸市福岡字下川又15（福岡小学校）,40,16.3,141,18.2,201003311300,
岩手県内陸北部,二戸市福岡（旧２）,二戸市福岡字川又47（二戸市役所）,40,16.3,141,18.3,200909011500,201003311300
岩手県内陸北部,雫石町千刈田（旧）,岩手郡雫石町千刈田5-1（雫石町役場）,39,41.8,140,58.6,199604011200,200908211500
岩手県内陸北部,雫石町千刈田,岩手郡雫石町千刈田5-4（雫石町勤労青少年ホーム）,39,41.8,140,58.6,201003311300,
岩手県内陸北部,雫石町西根上駒木野,岩手郡雫石町西根上駒木野320-2（町立西根小学校）,39,44.5,140,57.2,201207031200,
岩手県内陸北部,雫石町長山,雫石町大字長山,39,49.2,140,56.8,199805011800,200410011200
岩手県内陸北部,雫石町千刈田（旧２）,岩手郡雫石町千刈田5-1（雫石町役場）,39,41.8,140,58.6,200908211500,201003311300
岩手県内陸北部,雫石通報所,岩手県雫石町36地割字柿木,39,42.2,140,57.8,19541101    ,不明
岩手県内陸北部,葛巻町葛巻元木,岩手郡葛巻町葛巻第39地割字元木218,39,59.2,141,19.6,199407151200,
岩手県内陸北部,八幡平市大更,八幡平市大更第35地割62（八幡平市役所西根総合支所）,39,55.6,141,5.7,199604011200,
岩手県内陸南部,花巻市大迫町,花巻市大迫町大迫9-63,39,28.7,141,17.4,199407151200,
岩手県内陸南部,花巻通報所,花巻市,39,22.9,141,16.5,19580801    ,不明
岩手県内陸南部,田瀬通報所,花巻市東和町田瀬,39,20.6,141,19.4,19550301    ,不明
岩手県内陸南部,北上市柳原町,北上市柳原町2-3-6（北上消防署）,39,17.6,141,6.6,199604011200,
岩手県内陸南部,一関市舞川,一関市舞川字番台11,38,57.3,141,13.0,199407151200,200908211500
岩手県内陸南部,一関市大東町（旧）,一関市大東町大原字川内40（一関市役所大東支所）,39,1.1,141,23.8,199604011200,201503301200
岩手県内陸南部,一関市大東町,一関市大東町大原字川内96-1（一関市役所大東支所）,39,1.0,141,23.7,201503301200,
岩手県内陸南部,一関通報所,岩手県一関市釣山1-9,38,55.2,141,7.8,19551201    ,不明
岩手県内陸南部,湯田通報所,岩手県湯田町第39地割160-4,39,18.2,140,46.8,19591101    ,不明
岩手県内陸南部,奥州市水沢大鐘町,奥州市水沢大鐘町2-16（水沢消防署）,39,7.8,141,8.3,199604011200,
岩手県内陸南部,水沢観測所,水沢市星ガ丘町（緯度観測所）,39,8.2,141,7.8,18991201    ,1968        
岩手県内陸南部,衣川通報所,奥州市,39,2.7,141,4.0,19550201    ,不明
岩手県内陸南部,石淵通報所,奥州市,39,7.0,140,54.4,19550301    ,不明
宮城県北部,気仙沼市赤岩,気仙沼市赤岩五駄鱈43-2（気仙沼・本吉広域防災センター）,38,52.8,141,34.5,199604011200,
宮城県北部,気仙沼市本吉町西川内,気仙沼市本吉町西川内87-1,38,48.6,141,28.4,201210021200,
宮城県北部,涌谷町新町裏,遠田郡涌谷町字新町裏136（涌谷町役場）,38,32.4,141,7.6,199604011200,
宮城県北部,栗原市栗駒,栗原市栗駒岩ヶ崎松木田79（みちのく伝創館）,38,49.6,140,59.5,199604121500,
宮城県北部,栗駒町沼倉,栗駒町沼倉,38,53.2,140,56.8,199604121500,199611291200
宮城県北部,築館通報所,宮城県築館町字伊豆町313,38,44.2,141,1.8,不明,不明
宮城県北部,登米市中田町,登米市中田町宝江黒沼大海崎6,38,42.6,141,14.1,199604011200,
宮城県北部,南三陸町志津川（旧）,本吉郡南三陸町志津川字塩入77（南三陸町防災対策庁舎）,38,40.7,141,26.8,199604011200,201104051900
宮城県北部,南三陸町志津川,本吉郡南三陸町志津川字沼田56-2（南三陸町仮庁舎）,38,40.8,141,27.6,201206281200,
宮城県北部,南三陸町志津川（旧２）,本吉郡南三陸町志津川字助作1-1（志津川中学校）,38,41.2,141,26.6,201104051900,201206281200
宮城県北部,南三陸町歌津（臨時）,本吉郡南三陸町歌津字吉野沢61番地63（南三陸町資料庫）,38,43.7,141,30.7,201211151600,201303261200
宮城県北部,大崎市古川三日町,大崎市古川三日町1-63-3（三日町公園）,38,34.4,140,57.4,199604011200,
宮城県北部,大崎市古川大崎,大崎市古川大崎字富国263-1（宮城県古川農業試験場）,38,36.1,140,54.7,201210021200,
宮城県北部,大崎市鳴子（臨時）,大崎市鳴子温泉字新屋敷65（大崎市鳴子総合支所）,38,44.7,140,43.1,201211151600,201303261200
宮城県北部,鹿島台町平渡（臨）,鹿島台町平渡字西要害12-1(保健センター内),38,28.8,141,5.8,200307291200,200403011200
宮城県北部,鳴子町鬼首,玉造郡鳴子町鬼首字原43-1,38,48.1,140,38.8,199608131000,199705061400
宮城県北部,鳴子通報所,大崎市鳴子温泉,38,45.2,140,42.3,19580801    ,不明
宮城県南部,仙台空港,名取市下増田字南原,38,8.3,140,55.7,200804011200,
宮城県南部,柴田町船岡,柴田郡柴田町船岡西1-6-26（資料展示館思源閣）,38,3.3,140,45.8,199604011200,
宮城県南部,丸森町上滝,伊具郡丸森町字上滝東23-1,37,52.2,140,47.4,199407151200,
宮城県南部,金山測候所,伊具郡丸森町,37,52.2,140,45.8,不明,不明
宮城県中部,仙台青葉区大倉,仙台市青葉区大倉字高見沢26,38,22.1,140,39.6,199407151200,
宮城県中部,仙台宮城野区五輪,仙台市宮城野区五輪1-3-15（仙台管区気象台）,38,15.7,140,53.8,19261001    ,
宮城県中部,石巻市泉町,石巻市泉町4-1-18（石巻特別地域気象観測所）,38,25.7,141,18.0,188801      ,
宮城県中部,石巻市大瓜,石巻市大瓜字鷲ノ巣42-2,38,27.4,141,20.7,199407151200,
宮城県中部,石巻市小渕浜,石巻市小渕浜牧ノ崎１（宮城県農業公社牡鹿牧場）,38,18.6,141,28.0,201210021200,201311281400
宮城県中部,松島町松島,宮城郡松島町松島字道珍浜10（松島第一小学校）,38,22.5,141,4.0,199604011200,200908211500
