地域名称,震度観測点名称,観測点所在地,緯度(度),緯度(分),経度(度),経度(分),観測開始(yyyymmddhhmm),観測終了(yyyymmddhhmm)
宮城県中部,松島町高城,宮城郡松島町高城字町71（松島町勤労青少年ホーム）,38,23.1,141,4.1,201003311300,
宮城県中部,松島町高城（旧）,宮城郡松島町高城字町10（松島町役場）,38,22.9,141,4.1,200908211500,201003311300
秋田県沿岸北部,能代市緑町,能代市緑町2-22（能代山本広域市町村圏組合消防本部）,40,11.9,140,2.0,199604011200,
秋田県沿岸北部,能代市常盤山谷,能代市常盤字小宮田23,40,16.3,140,9.7,201207031200,
秋田県沿岸北部,男鹿市男鹿中（旧）,男鹿市男鹿中滝川字三森上台321-6,39,55.2,139,47.8,199407151200,201203301200
秋田県沿岸北部,男鹿市男鹿中,男鹿市男鹿中滝川三ツ森上台159-6,39,55.2,139,48.4,201203301200,
秋田県沿岸北部,五城目町西磯ノ目,南秋田郡五城目町西磯ノ目1-1-1（五城目町役場）,39,56.6,140,6.7,199604011200,
秋田県沿岸南部,秋田市山王,秋田市山王7-1-4（秋田地方気象台）,39,43.1,140,6.0,1921        ,
秋田県沿岸南部,秋田市雄和女米木,秋田市雄和女米木字高麗沢地内,39,32.5,140,12.3,199604011200,
秋田県沿岸南部,由利本荘市石脇,由利本荘市石脇字下長老沼96-8,39,23.9,140,2.8,199604011200,
秋田県内陸北部,大館市比内町味噌内,大館市比内町味噌内字二又沢47,40,11.5,140,38.0,199407151200,
秋田県内陸北部,北秋田市花園町,北秋田市花園町19-1（北秋田市役所）,40,13.6,140,22.2,199604011200,
秋田県内陸北部,鷹巣通報所,秋田県鷹巣町東鷹巣105-9,40,13.8,140,22.4,193801      ,不明
秋田県内陸南部,横手市雄物川町今宿,横手市雄物川町今宿字鳴田1（横手市役所雄物川庁舎）,39,17.5,140,25.8,199604011200,
秋田県内陸南部,横手通報所,秋田県横手市大樋18,39,19.3,140,33.3,189501      ,不明
秋田県内陸南部,湯沢市沖鶴,湯沢市沖鶴140（湯沢市総合体育館）,39,10.4,140,28.8,199604011200,
秋田県内陸南部,秋田美郷町六郷東根,仙北郡美郷町六郷東根字湯田沢,39,24.0,140,37.8,199407151200,
秋田県内陸南部,仙北市角館町東勝楽丁,仙北市角館町東勝楽丁19（仙北市役所角館庁舎）,39,35.8,140,33.7,199604011200,202010291200
秋田県内陸南部,仙北市角館町中菅沢,仙北市角館町中菅沢91-1（仙北市立角館こども園）,39,35.4,140,34.0,202010291200,
秋田県内陸南部,鎧畑通報所,仙北市田沢湖田沢字鎧畑,39,46.1,140,41.5,19590101    ,不明
山形県庄内,鶴岡市馬場町,鶴岡市馬場町9-25（鶴岡市役所）,38,43.6,139,49.6,199604011200,
山形県庄内,鶴岡市温海川,鶴岡市温海川字越沢,38,35.8,139,42.6,199407151200,
山形県庄内,荒沢通報所,鶴岡市荒沢,38,30.5,139,46.8,19561201    ,不明
山形県庄内,酒田市亀ヶ崎（旧）,酒田市亀ヶ崎1-4-14（酒田測候所）,38,54.5,139,50.6,193701      ,200910011300
山形県庄内,酒田市飛島,酒田市飛島字中村乙32-4,39,11.9,139,33.2,199407151200,
山形県庄内,酒田市亀ケ崎,酒田市亀ケ崎1-4-14（酒田特別地域気象観測所）,38,54.5,139,50.6,200910011300,
山形県庄内,遊佐町遊佐,飽海郡遊佐町遊佐字鶴田52-2（遊佐町生涯学習センター）,39,0.7,139,54.5,199604011200,
山形県庄内,遊佐町小原田,飽海郡遊佐町小原田字北川原18-1（サン・スポーツランド遊佐）,39,1.0,139,55.8,201207031200,
山形県最上,新庄市東谷地田町,新庄市東谷地田町6-4（新庄特別地域気象観測所）,38,45.4,140,18.7,1957        ,
山形県最上,山形金山町中田,最上郡金山町大字中田字杉沢325-4,38,55.3,140,21.4,199407151200,
山形県村山,山形市緑町,山形市緑町1-5-77（山形地方気象台）,38,15.4,140,20.8,189001      ,
山形県村山,河北町谷地,西村山郡河北町谷地戊81（河北町剥製動物館）,38,25.6,140,18.8,199604011200,
山形県村山,尾花沢通報所,尾花沢市,38,36.2,140,24.4,19561201    ,不明
山形県置賜,米沢市駅前,米沢市駅前4-3-51（米沢市立第一中学校）,37,54.7,140,7.3,199604011200,
山形県置賜,米沢市アルカディア,米沢市アルカディア１丁目808-60（上郷ふれあい公園）,37,54.8,140,8.6,201207031200,
山形県置賜,米沢通報所,米沢市,37,54.7,140,6.4,19561201    ,不明
山形県置賜,山形小国町岩井沢,西置賜郡小国町大字岩井沢704（おぐに開発総合センター）,38,3.4,139,44.9,199604011200,
山形県置賜,白鷹町黒鴨,西置賜郡白鷹町大字黒鴨字寺後443-2,38,13.5,140,3.7,199407151200,
福島県中通り,福島市松木町,福島市松木町1-9（福島地方気象台）,37,45.5,140,28.2,1889        ,
福島県中通り,郡山市朝日,郡山市朝日1-23-7,37,24.1,140,21.6,199604011200,
福島県中通り,郡山通報所,福島県郡山市鶴見坦3-5-17,37,23.5,140,21.4,19580401    ,19770501    
福島県中通り,白河市郭内,白河市字郭内1-136（白河特別地域気象観測所）,37,7.9,140,12.9,194101      ,
福島県中通り,大玉村曲藤,安達郡大玉村字曲藤17-1,37,31.3,140,20.0,199407151200,201609161800
福島県中通り,大玉村南小屋,安達郡大玉村大山字南小屋147-1,37,33.6,140,20.0,201609161800,
福島県中通り,棚倉町棚倉中居野,東白川郡棚倉町大字棚倉字中居野33,37,1.8,140,22.8,199604011200,
福島県中通り,古殿町松川横川,石川郡古殿町大字松川字横川476(古殿町民運動場）,37,5.5,140,33.7,201207031200,
福島県中通り,田村市船引町（旧）,田村市船引町船引字馬場川原20（田村市役所船引行政局）,37,26.5,140,34.1,199604011200,201503191200
福島県中通り,田村市船引町,田村市船引町船引字畑添76-2（田村市役所）,37,26.4,140,34.6,201503191200,
福島県浜通り,いわき市小名浜,いわき市小名浜字船引場19（小名浜特別地域気象観測所）,36,56.9,140,54.2,192307      ,
福島県浜通り,いわき市三和町,いわき市三和町合戸字内畑280（水石山公園）,37,6.3,140,47.9,200707021200,
福島県浜通り,川内村下川内,双葉郡川内村大字下川内字毛戸26-2,37,22.2,140,52.3,199407151200,
福島県浜通り,浪江町幾世橋,双葉郡浪江町大字幾世橋字六反田7-2,37,29.7,140,60.0,199604011200,
福島県浜通り,南相馬市原町区三島町,南相馬市原町区三島町2-33,37,38.5,140,57.3,199604011200,
福島県浜通り,南相馬市鹿島区栃窪,南相馬市鹿島区栃窪今宮4（旧栃窪分校跡地）,37,43.5,140,53.2,201307301200,
福島県会津,会津若松市材木町（旧）,会津若松市材木町1-9-49（若松特別地域気象観測所）,37,29.3,139,54.6,1953        ,201201051200
福島県会津,会津若松市材木町,会津若松市材木町1-9-49（若松特別地域気象観測所）,37,29.3,139,54.6,201201051200,
福島県会津,只見通報所,福島県只見町大字只見字原673-6,37,20.6,139,18.8,19601101    ,19770501    
福島県会津,西会津町野沢（旧）,耶麻郡西会津町野沢字下小屋上乙3261（西会津町役場）,37,35.3,139,38.8,199604011200,201903141200
福島県会津,西会津町野沢,耶麻郡西会津町野沢字下小屋上乙3308（西会津町役場）,37,35.2,139,38.9,201903141200,
福島県会津,猪苗代町城南,耶麻郡猪苗代町字城南100,37,33.5,140,6.3,199604011200,
福島県会津,猪苗代測候所,耶麻郡猪猪苗代町東465,37,34.2,140,6.8,19230201    ,19530715    
福島県会津,柳津町大成沢,河沼郡柳津町大字大成沢字下原180,37,24.6,139,42.1,199407151200,
福島県会津,南会津町田島（旧）,南会津郡南会津町田島字後原甲3531-1（南会津町役場）,37,12.0,139,46.4,200603221200,201703081200
福島県会津,南会津町田島,南会津郡南会津町田島字後原甲3531-1（南会津町役場）,37,12.0,139,46.4,201703081200,
茨城県北部,水戸市金町（旧）,水戸市金町1-4-6（水戸地方気象台）,36,22.9,140,28.1,18970101    ,201003311300
茨城県北部,水戸市金町,水戸市金町1-4-6（水戸地方気象台）,36,22.9,140,28.1,201003311300,
茨城県北部,常陸太田市町屋町,常陸太田市町屋町字北沢2415-2,36,36.8,140,33.9,199407151200,
茨城県北部,ひたちなか市山ノ上町,ひたちなか市山ノ上町6488(那珂湊第一小学校）,36,20.4,140,35.2,201207031200,
茨城県北部,常陸大宮市中富町,常陸大宮市中富町3135-6（常陸大宮市役所）,36,32.6,140,24.7,200011301200,
茨城県北部,茨城大宮町常陸大宮（旧）,那珂郡大宮町388-2,36,33.1,140,24.7,199604011200,200011301200
茨城県南部,土浦市大岩田,土浦市大岩田字西秋葉1734,36,3.6,140,12.5,199604011200,200803240900
茨城県南部,土浦市常名,土浦市常名3090（土浦市立都和南小学校）,36,6.2,140,11.4,200804011200,
茨城県南部,石岡市柿岡,石岡市柿岡595（地磁気観測所）,36,14.1,140,11.4,19260501    ,
茨城県南部,八郷２,新治郡八郷町大字柿岡414,36,13.9,140,11.4,199407151200,199504131500
茨城県南部,筑波山測候所,つくば市筑波,36,13.2,140,5.8,不明,197603310900
茨城県南部,茨城鹿嶋市鉢形（旧）,鹿嶋市鉢形1527-4（鹿嶋市交流会館）,35,58.0,140,38.8,199604011200,201503261200
茨城県南部,茨城鹿嶋市鉢形,鹿嶋市鉢形1527-4,35,58.0,140,38.8,201503261200,
茨城県南部,潮来市堀之内,潮来市堀之内1009（牛堀中学校）,35,58.0,140,31.6,201207031200,
茨城県南部,利根町布川,北相馬郡利根町大字布川841-1（利根町役場）,35,51.5,140,8.3,199604011200,
茨城県南部,坂東市岩井,坂東市岩井5119（坂東市立岩井図書館）,36,2.4,139,53.0,199604011200,
茨城県南部,筑西市舟生,筑西市舟生1040（筑西市役所関城支所）,36,15.1,139,55.9,199604011200,
茨城県南部,鉾田市鉾田,鉾田市鉾田1444-1（鉾田市役所）,36,9.5,140,31.0,199604011200,
栃木県北部,日光市中宮祠（旧）,日光市中宮祠2478-12（日光特別地域気象観測所）,36,44.4,139,30.0,19431001    ,200908211500
栃木県北部,日光市瀬川,日光市瀬川227（日光市立今市第二小学校）,36,44.1,139,41.3,200211121200,
栃木県北部,日光市中宮祠,日光市中宮祠2478（日光市役所中宮祠出張所）,36,44.4,139,29.7,201003301100,
栃木県北部,日光市中宮祠（旧２）,日光市中宮祠2478（日光市消防本部日光消防署中宮祠分署）,36,44.4,139,29.7,200909011500,201003301100
栃木県北部,今市市瀬川（旧）,今市市瀬川1334-1,36,43.6,139,40.6,199604011200,200211121200
栃木県北部,足尾測候所,上都賀郡足尾町,36,39.2,139,26.8,不明,不明
栃木県北部,五十里通報所,日光市五十里,36,53.8,139,42.1,19550601    ,不明
栃木県北部,大田原市黒羽田町,大田原市黒羽田町848（大田原市役所黒羽支所）,36,51.8,140,7.3,199604011200,
栃木県北部,大田原通報所,大田原市,36,52.1,140,2.1,19550601    ,不明
栃木県北部,那須塩原市蟇沼,那須塩原市蟇沼字原山2-4（北那須水道事務所折戸調整池）,36,58.3,139,55.0,199407151200,
栃木県南部,宇都宮市明保野町,宇都宮市明保野町1-4（宇都宮地方気象台）,36,33.0,139,52.1,19200101    ,
栃木県南部,足利市名草上町,足利市名草上町4991-1,36,25.7,139,27.1,199407151200,200908211500
栃木県南部,栃木市旭町,栃木市旭町33-1（栃木市図書館）,36,22.6,139,44.2,199604011200,
栃木県南部,益子町益子,芳賀郡益子町大字益子2030（益子町役場）,36,28.0,140,5.6,199604011200,
栃木県南部,那須烏山市中央,那須烏山市中央1-18-39（那須烏山市立図書館烏山図書館）,36,39.6,140,9.1,199604011200,
群馬県北部,沼田市西倉内町（旧）,沼田市西倉内町746（沼田小学校）,36,38.8,139,2.6,199604011200,200908211500
群馬県北部,沼田市西倉内町,沼田市西倉内町746（沼田小学校）,36,38.8,139,2.6,201003301100,
群馬県北部,沼田市尾瀬高等学校,沼田市利根町平川1435-1（群馬県立尾瀬高等学校）,36,43.8,139,13.4,202010291200,
群馬県北部,沼田市東原新町,沼田市東原新町1801-40（東原庁舎）,36,39.0,139,3.5,200910011300,201003301100
群馬県北部,沼田通報所,群馬県沼田市高崎場町,36,39.2,139,3.8,19541101    ,19760510    
群馬県北部,中之条町日影,吾妻郡中之条町大字日影132-2,36,33.9,138,38.2,199407151200,
群馬県北部,片品村東小川,利根郡片品村大字東小川字大久保4853-2,36,46.2,139,14.7,199604011200,202010291200
群馬県北部,須田貝通報所,みなかみ町須田貝,36,52.1,139,3.6,19550601    ,不明
群馬県北部,東吾妻町原町（旧）,吾妻郡東吾妻町大字原町字上之町594番2（東吾妻町役場）,36,34.3,138,49.6,199604011200,201903201200
群馬県北部,東吾妻町原町,吾妻郡東吾妻町大字原町5031,36,34.3,138,49.3,201903201200,
群馬県南部,前橋市昭和町（旧）,前橋市昭和町3-20-12（前橋地方気象台）,36,24.3,139,3.7,18970101    ,201603291200
群馬県南部,前橋市昭和町,前橋市昭和町3-20-2（前橋地方気象台）,36,24.3,139,3.6,201602171200,
群馬県南部,桐生市織姫町,桐生市織姫町1-1（桐生市役所）,36,24.3,139,19.9,199604011200,
群馬県南部,桐生通報所,桐生市,36,24.2,139,19.8,19550601    ,不明
群馬県南部,富岡市七日市,富岡市七日市400-1（富岡市立図書館）,36,15.8,138,52.8,199604011200,
群馬県南部,板倉町板倉（旧）,邑楽郡板倉町板倉2067（板倉町役場）,36,13.4,139,36.6,199604011200,201903271200
群馬県南部,板倉町板倉,邑楽郡板倉町板倉2682-1（板倉町役場）,36,13.5,139,36.1,201903271200,
埼玉県北部,熊谷市桜町,熊谷市桜町1-6-10（熊谷地方気象台）,36,9.0,139,22.8,18970101    ,
埼玉県北部,本庄市児玉町（旧）,本庄市児玉町八幡山368（本庄市児玉総合支所）,36,11.5,139,7.7,199604011200,201303261200
埼玉県北部,本庄市児玉町,本庄市児玉町八幡山368（本庄市児玉総合支所）,36,11.4,139,7.7,201303261200,
埼玉県北部,本庄熊谷分室,本庄市,36,15.2,139,10.8,19380101    ,不明
埼玉県北部,久喜市下早見,久喜市下早見字仏供田184-1,36,3.6,139,40.0,199604011200,
埼玉県北部,鳩山町大豆戸,比企郡鳩山町大字大豆戸184-16（鳩山町役場）,35,58.9,139,20.0,199604011200,
埼玉県南部,川越市旭町,川越市旭町2-3-7（市立川越高校）,35,54.0,139,28.4,199604011200,
埼玉県南部,飯能市苅生,飯能市大字苅生字柏木山221-1,35,51.3,139,16.7,199407151200,201903141200
埼玉県南部,飯能市下直竹,飯能市大字下直竹38（南高麗小学校）,35,50.4,139,16.7,202003121200,
埼玉県南部,さいたま浦和区高砂,さいたま市浦和区高砂3-15-135（埼玉県庁）,35,51.5,139,38.9,199604011200,
埼玉県秩父,秩父市近戸町,秩父市近戸町3-38(秩父測候所),35,59.6,139,4.5,192601      ,200001121200
埼玉県秩父,秩父市上町,秩父市上町3-21-38（秩父特別地域気象観測所）,35,59.4,139,4.4,200001121200,
埼玉県秩父,小鹿野町両神薄,秩父郡小鹿野町両神薄9233（旧出原分校）,36,1.2,138,53.9,199407151200,
千葉県北東部,銚子市川口町,銚子市川口町2-6431（銚子地方気象台）,35,44.4,140,51.5,190401      ,
千葉県北東部,銚子市天王台,銚子市天王台9961（犬吠テストフィールド）,35,42.3,140,51.3,200707021200,201708221200
千葉県北東部,銚子市小畑新町,銚子市小畑新町8198-1（銚子市市民センター）,35,43.3,140,51.5,201903141200,
千葉県北東部,東金市東新宿,東金市東新宿1-3（東金北公園）,35,33.6,140,22.1,199604011200,
千葉県北東部,多古町多古,香取郡多古町多古584（多古町役場）,35,44.1,140,28.0,199604011200,
千葉県北東部,一宮町一宮（旧）,長生郡一宮町一宮2457（一宮町役場）,35,22.4,140,22.1,199604011200,201402281200
千葉県北東部,一宮町一宮,長生郡一宮町一宮字反町2464-1,35,22.3,140,22.1,201402281200,
千葉県北東部,長柄町大津倉,長生郡長柄町大津倉220（旧長柄町立水上小学校）,35,25.3,140,11.9,199407151200,201904131200
千葉県北東部,長南町総合グラウンド,長生郡長南町長南2148-2（長南町総合グラウンド）,35,23.1,140,14.1,201904131200,
千葉県北東部,香取市佐原下川岸,香取市佐原イ4149-291,35,54.0,140,30.2,199604011200,201106281300
千葉県北東部,香取市佐原八日市場（旧）,香取市佐原イ2685（千葉県立佐原高等学校）,35,53.3,140,30.3,201108021200,201201051200
千葉県北東部,香取市佐原平田,香取市佐原イ平田2433（千葉県立佐原高等学校）,35,53.2,140,30.4,201201051200,
千葉県北東部,山武市松尾町富士見台,山武市松尾町富士見台208-176（松尾運動公園第２駐車場）,35,38.6,140,26.9,201210021200,
千葉県北西部,千葉中央区中央港（旧）,千葉市中央区中央港1-12-2（千葉特別地域気象観測所）,35,36.2,140,6.2,19530718    ,201105121300
千葉県北西部,千葉中央区中央港,千葉市中央区中央港1-12-2（千葉特別地域気象観測所）,35,36.2,140,6.3,201105121300,
千葉県北西部,千葉美浜区ひび野,千葉市美浜区ひび野2-116（千葉県立幕張海浜公園管理事務所）,35,38.6,140,2.4,201411271200,
千葉県北西部,成田市花崎町,成田市花崎町760（成田市役所（公園））,35,46.7,140,19.2,199604011200,201803221200
千葉県北西部,成田国際空港,成田市古込字込前175-3（空港気象ドップラーレーダー局舎）,35,46.5,140,22.9,200804011200,
千葉県北西部,成田市名古屋,成田市名古屋1214（成田市立下総みどり学園）,35,51.8,140,21.7,201807121200,
千葉県北西部,柏市千代田,柏市千代田2-8,35,51.2,139,58.6,199604011200,199907211200
千葉県北西部,柏市旭町,柏市旭町7-4-81（気象大学校）,35,51.6,139,57.5,199907211200,
千葉県北西部,浦安市日の出,浦安市日の出4-1-1（浦安市日の出公民館）,35,38.7,139,55.4,201411271200,
千葉県南部,館山市長須賀（旧）,館山市長須賀76-1（館山特別地域気象観測所）,34,59.2,139,51.9,192304      ,20090319    
千葉県南部,館山市長須賀,館山市長須賀76-1（館山特別地域気象観測所）,34,59.2,139,51.9,20090319    ,
千葉県南部,富崎測候所,館山市相浜280-1,34,55.4,139,49.5,不明,19760331    
千葉県南部,木更津市潮見,木更津市潮見1-1,35,22.6,139,54.9,199604011200,200608281200
千葉県南部,木更津市太田,木更津市太田4-6（根田公園）,35,22.7,139,56.7,200608281200,
千葉県南部,勝浦市墨名,勝浦市墨名708-1（勝浦特別地域気象観測所）,35,9.0,140,18.7,1926        ,
千葉県南部,鴨川市八色,鴨川市八色字長尾作9-1（鴨川市役所）,35,6.8,140,5.9,199604011200,
千葉県南部,鴨川市内浦,鴨川市内浦3231-6（千葉県立内浦山県民の森）,35,9.6,140,11.9,201210021200,
千葉県南部,南房総市上堀,南房総市上堀10-2（上堀農村公園）,35,2.1,139,53.2,200707021200,
東京都２３区,東京千代田区大手町,千代田区大手町1-3-4（気象庁）,35,41.3,139,45.4,189801      ,
東京都２３区,東京港区海岸,東京都港区海岸3-4-14（芝消防署芝浦出張所）,35,38.3,139,45.2,201411271200,
東京都２３区,東京新宿区西新宿,新宿区西新宿1-24-2（工学院大学新宿キャンパス）,35,41.4,139,41.7,201411271200,
東京都２３区,東京墨田区横川,墨田区横川4-6-6（本所消防署）,35,42.2,139,48.9,201411271200,
東京都２３区,東京江東区青海,江東区青海2-5-18（国土交通省青海総合庁舎）,35,37.0,139,46.9,201411271200,
東京都２３区,東京国際空港（旧）,大田区羽田空港3-3-1,35,33.3,139,46.9,200707021200,201408051200
東京都２３区,東京国際空港,大田区羽田空港3-3-1,35,33.3,139,46.9,201408051200,
東京都２３区,東京杉並区阿佐谷（旧）,杉並区阿佐谷南1-15-1,35,42.0,139,38.2,199604011200,200604031200
東京都２３区,東京杉並区阿佐谷,杉並区阿佐谷南1-15-1（杉並区役所）,35,42.0,139,38.2,200604031200,
東京都２３区,東京江戸川区中央,江戸川区中央1-4-1（江戸川区役所）,35,42.4,139,52.1,199604011200,
東京都多摩東部,八王子市大横町,八王子市大横町58-14（大横町公園）,35,39.9,139,19.6,199604011200,
東京都多摩東部,国分寺市戸倉（旧）,国分寺市戸倉1-6-1,35,42.6,139,27.8,199604011200,200910011300
東京都多摩東部,国分寺市戸倉,国分寺市戸倉1-6-1（国分寺市役所）,35,42.7,139,27.7,200910151500,
東京都多摩東部,国分寺市戸倉（旧２）,国分寺市戸倉1-6-1（国分寺市役所）,35,42.7,139,27.8,200910011300,200910151500
東京都多摩西部,青梅市東青梅,青梅市東青梅1-10-8（青梅市役所）,35,47.3,139,16.5,199604011200,
神津島,神津島村金長,神津島村字金長（神津島空港）,34,11.4,139,8.0,199205111200,
伊豆大島,伊豆大島町元町（旧）,大島町元町字家の上445-9（大島特別地域気象観測所）,34,45.0,139,21.8,19381001    ,201003311300
伊豆大島,伊豆大島町津倍付,大島町元町字津倍付56,34,45.9,139,22.4,199407151200,199703281600
伊豆大島,伊豆大島町差木地（旧）,大島町差木地字奥山,34,43.3,139,25.7,199703281600,200203201200
伊豆大島,伊豆大島町差木地,大島町差木地1（差木地公民館）,34,41.0,139,24.9,200203201200,
伊豆大島,伊豆大島町元町,大島町元町1-1-14（大島町役場）,34,45.0,139,21.3,201003311300,
伊豆大島,伊豆大島支庁（臨時）,大島町元町,34,45.5,139,21.5,198611251700,198612131900
伊豆大島,伊豆大島元町基地,大島町元町,34,45.6,139,21.4,198612131900,198704      
伊豆大島,伊豆大島町岡田,大島町岡田字長坂113（大島町立さくら小学校）,34,47.1,139,23.0,201408041600,201501211100
新島,東京利島村東山,利島村字東山9号658-1,34,31.4,139,17.3,201207031200,
新島,東京利島村,利島村248,34,31.8,139,16.9,200007241700,201207031200
新島,新島村大原,新島村大原291-4,34,21.4,139,16.4,201101061200,
新島,新島村式根島,新島村式根島910（ヘリポート）,34,20.1,139,12.6,201207031200,
新島,新島村本村２,新島村本村1-1-1,34,22.3,139,15.6,199607171900,199907211200
新島,新島村川原,新島村川原（新島空港事務所内）,34,22.2,139,16.2,200007171200,200503011200
新島,新島村式根島（旧）,新島村式根島225-1,34,19.5,139,13.0,200007171200,201207031200
新島,新島測候所,東京都新島村本村中河原,34,22.2,139,14.8,不明,19900331    
三宅島,三宅村神着（旧）,三宅村神着74（三宅島特別地域気象観測所）,34,7.4,139,31.3,1942        ,201502191200
三宅島,三宅村阿古（旧）,三宅村雄山221,34,4.3,139,30.7,199407151200,201301071200
三宅島,三宅村神着,三宅村神着74（三宅島特別地域気象観測所）,34,7.4,139,31.3,201502191200,
三宅島,三宅村坪田,三宅村坪田3007（三宅村坪田福祉会館）,34,3.6,139,32.9,201607281200,
三宅島,三宅村坪田（旧）,三宅村坪田１３７８,34,4.6,139,33.5,200006281200,200811041200
三宅島,三宅村阿古２,三宅村阿古548-10,34,4.6,139,28.8,200006291200,200503011200
三宅島,三宅村役場臨時庁舎,三宅村阿古497（村役場臨時庁舎）,34,4.4,139,28.7,200811041200,201610131200
三宅島,御蔵島村西川,御蔵島村字西川233,33,53.5,139,35.4,201207031200,
三宅島,御蔵島村,御蔵島村字入かねが沢,33,53.8,139,35.8,200007311900,201207031200
八丈島,八丈町大賀郷（旧）,八丈町大賀郷154(八丈島測候所),33,6.3,139,47.1,19070101    ,200312011200
八丈島,八丈町三根（旧）,八丈町三根3483-2,33,6.9,139,48.8,1996        ,200908211500
八丈島,八丈町大賀郷西見,八丈町大賀郷6104（八丈島特別地域気象観測所）,33,7.3,139,46.8,200312011200,201003311300
八丈島,八丈町樫立,八丈町樫立2035（旧八丈町立樫立小学校）,33,4.3,139,47.9,200904011200,
八丈島,八丈町三根,八丈町三根26（八丈町コミュニティセンター）,33,6.8,139,47.5,201003311300,
八丈島,鳥島観測所,東京都八丈町鳥島,30,29.1,140,18.1,不明,19651115    
八丈島,八丈町大賀郷２,八丈町大賀郷,33,7.4,139,46.8,199504131500,1996        
八丈島,青ヶ島村,青ヶ島村無番地（向沢浄水場）,32,27.8,139,45.8,201207031200,
八丈島,青ヶ島村（旧）,青ヶ島村無番地（青ヶ島村役場）,32,28.0,139,45.8,200107062000,201207031200
小笠原,小笠原村父島西町,小笠原村父島字西町（父島気象観測所）,27,5.6,142,11.5,1974        ,
小笠原,小笠原村父島三日月山,小笠原村父島字西町,27,5.7,142,11.1,199407151200,
小笠原,小笠原村母島（旧）,小笠原村母島字中ノ平86-2,26,38.0,142,10.5,200707021200,201303271200
小笠原,小笠原村母島,小笠原村母島字中ノ平80,26,38.0,142,10.5,201303271200,
神奈川県東部,横浜中区山手町,横浜市中区山手町99（横浜地方気象台）,35,26.4,139,39.2,189701      ,
神奈川県東部,川崎中原区小杉陣屋町,川崎市中原区小杉陣屋町2-19-1（川崎市立西丸子小学校）,35,35.2,139,39.3,199604011200,
神奈川県東部,横須賀市光の丘,横須賀市光の丘1-1（ＮＴＴ総合研究所）,35,13.6,139,39.8,199407151200,
神奈川県東部,横須賀観測所,横須賀市楠ｶﾞ丘町,35,17.2,139,39.8,189009      ,19450815    
神奈川県東部,茅ヶ崎市茅ヶ崎,茅ヶ崎市茅ヶ崎1-9-63（茅ヶ崎市体育館）,35,20.1,139,24.2,199604011200,
神奈川県西部,小田原市久野,小田原市久野4870-105,35,16.0,139,5.1,199407151200,
神奈川県西部,小田原市荻窪（旧）,小田原市荻窪300市役所敷地内,35,15.8,139,9.1,200011301200,200408091200
神奈川県西部,秦野市曽屋,秦野市曽屋757（秦野市消防本部）,35,22.8,139,12.7,199604011200,
神奈川県西部,湯河原町宮上,足柄下郡湯河原町宮上566（湯河原観光会館会館）,35,8.7,139,4.5,199604011200,201203281200
神奈川県西部,湯河原町中央,足柄下郡湯河原町中央2-2-1(湯河原町役場),35,8.9,139,6.5,201203281200,
